property_id,state,city,price,area_sqft,bedrooms,bathrooms,lot_size_acres,year_built,rental_income,mainroad_access,airconditioning,garage_parking,school_rating,walkability_score,preferred_area,tax_rate,maintenance_cost
199,Florida,Jacksonville,633327.0,4936.0,5.0,2.0,1.2,1959,2565.0,Yes,No,3.0,1.0,99.0,Yes,1.34,6189.0
200,Florida,Orlando,627652.0,2116.0,5.0,2.0,1.89,2010,2439.0,No,No,0.0,3.0,58.0,Yes,2.56,5540.0
201,Nevada,Las Vegas,1018312.0,1866.0,1.0,4.0,3.29,1971,,No,No,3.0,7.0,74.0,No,2.79,3974.0
202,New York,Rochester,269046.0,2031.0,3.0,4.0,1.23,1977,,No,No,3.0,3.0,24.0,No,2.94,5219.0
203,Arizona,Mesa,836915.0,808.0,4.0,2.0,2.49,1969,1719.0,No,Yes,2.0,,100.0,Yes,1.32,6226.0
204,California,San Francisco,,2860.0,5.0,,3.71,1950,16334.0,No,Yes,0.0,4.0,11.0,Yes,2.51,4840.0
205,California,Sacramento,1043768.0,1523.0,4.0,4.0,3.98,2010,4301.0,Yes,Yes,1.0,,59.0,Yes,0.6,
206,Arizona,Phoenix,989513.0,4112.0,3.0,2.0,2.05,1980,4376.0,No,Yes,3.0,,59.0,No,,5638.0
207,Texas,San Antonio,610490.0,4811.0,3.0,,3.83,1988,2286.0,No,No,0.0,10.0,6.0,Yes,1.96,
208,Nevada,Henderson,788203.0,3197.0,1.0,4.0,4.98,1993,3635.0,Yes,No,3.0,6.0,14.0,No,2.83,4471.0
209,Arizona,Scottsdale,2846346.0,1745.0,1.0,2.0,4.22,1979,11124.0,No,No,1.0,6.0,,No,1.22,6954.0
210,New York,New York City,2162860.0,,2.0,3.0,2.43,1971,5450.0,No,Yes,0.0,5.0,89.0,No,0.7,3391.0
211,California,Sacramento,1159859.0,3444.0,1.0,2.0,1.98,2004,2527.0,No,No,1.0,4.0,41.0,No,1.01,4540.0
212,Florida,Orlando,373886.0,,5.0,2.0,3.79,2011,1035.0,No,Yes,2.0,7.0,38.0,No,1.74,3311.0
213,New York,New York City,3439979.0,2927.0,4.0,2.0,2.61,1959,10820.0,No,Yes,0.0,5.0,76.0,No,2.23,3734.0
214,Nevada,Carson City,725950.0,4658.0,3.0,4.0,2.37,1969,2029.0,Yes,Yes,,7.0,69.0,No,0.96,1608.0
215,Texas,Austin,1722448.0,2087.0,5.0,4.0,2.63,1990,6299.0,No,Yes,2.0,1.0,37.0,Yes,,2538.0
216,Texas,Houston,888470.0,3167.0,3.0,4.0,2.9,1979,3988.0,No,Yes,0.0,5.0,11.0,No,2.41,6128.0
217,Arizona,Scottsdale,2892022.0,4291.0,2.0,2.0,3.32,1989,8268.0,Yes,No,0.0,6.0,32.0,No,0.84,1869.0
218,Nevada,Henderson,418673.0,1354.0,4.0,1.0,1.84,1980,1305.0,No,Yes,1.0,6.0,84.0,Yes,0.81,5065.0
219,Nevada,Las Vegas,794177.0,765.0,5.0,2.0,2.29,2015,3932.0,Yes,Yes,2.0,7.0,30.0,Yes,2.21,3296.0
220,New York,Rochester,529714.0,2539.0,2.0,4.0,3.32,1959,,No,No,,7.0,28.0,No,1.59,6562.0
221,Florida,Orlando,921702.0,1440.0,4.0,4.0,2.08,1967,,No,Yes,1.0,1.0,97.0,No,2.99,5426.0
222,California,Sacramento,812484.0,1631.0,2.0,3.0,4.93,1977,1632.0,No,No,1.0,2.0,19.0,No,2.99,5818.0
223,Georgia,Savannah,866557.0,3963.0,5.0,3.0,4.74,1988,3869.0,No,No,1.0,10.0,18.0,Yes,0.55,5969.0
224,Texas,Dallas,966123.0,4726.0,1.0,4.0,2.34,2021,3867.0,Yes,Yes,0.0,2.0,41.0,No,1.96,4056.0
225,Texas,Houston,909241.0,2712.0,5.0,3.0,3.28,1987,2962.0,No,Yes,0.0,1.0,13.0,Yes,0.54,1421.0
226,Arizona,Tucson,681689.0,4761.0,2.0,3.0,2.05,2017,3141.0,Yes,No,3.0,7.0,8.0,No,,1818.0
227,New York,Rochester,297804.0,1191.0,3.0,3.0,4.94,1961,770.0,No,No,3.0,10.0,63.0,No,2.15,6580.0
228,Texas,Houston,852395.0,3047.0,1.0,1.0,2.77,1971,2569.0,No,Yes,0.0,3.0,29.0,No,2.59,2199.0
229,New York,Albany,376331.0,1255.0,2.0,2.0,4.96,1959,1339.0,No,No,1.0,7.0,88.0,No,1.03,5897.0
230,Georgia,Savannah,817443.0,3852.0,4.0,3.0,0.52,1973,3520.0,Yes,No,3.0,8.0,51.0,Yes,1.21,3625.0
231,New York,Buffalo,208257.0,1472.0,1.0,2.0,0.93,2015,,Yes,No,1.0,3.0,,Yes,1.88,6377.0
232,California,Sacramento,614177.0,3179.0,4.0,2.0,3.77,1969,2599.0,No,No,2.0,6.0,10.0,No,0.98,2669.0
233,Illinois,Naperville,1823035.0,2392.0,3.0,1.0,1.19,2017,4706.0,No,No,3.0,7.0,4.0,No,0.84,5710.0
234,Nevada,Las Vegas,1102522.0,718.0,3.0,4.0,4.68,1970,2505.0,Yes,No,0.0,,30.0,No,0.52,5207.0
235,Illinois,Naperville,1412188.0,1821.0,,2.0,3.03,1985,3626.0,No,No,0.0,10.0,22.0,Yes,,
236,Nevada,Carson City,653665.0,1733.0,5.0,1.0,1.5,1972,2390.0,Yes,No,2.0,,100.0,No,1.76,6318.0
237,California,Los Angeles,4937612.0,3148.0,2.0,2.0,3.9,2020,19975.0,No,No,2.0,1.0,89.0,Yes,1.56,3471.0
238,Illinois,Springfield,389707.0,1087.0,2.0,4.0,2.84,1976,905.0,Yes,Yes,1.0,3.0,32.0,No,1.87,
239,Nevada,Las Vegas,833195.0,2291.0,4.0,,1.74,2013,3782.0,No,No,0.0,,39.0,No,1.09,5273.0
240,California,San Diego,2052095.0,3268.0,4.0,1.0,2.84,1987,8860.0,No,Yes,1.0,4.0,84.0,No,0.79,5647.0
241,Arizona,Scottsdale,2046144.0,4639.0,4.0,4.0,1.75,2017,7239.0,No,Yes,3.0,4.0,28.0,Yes,0.81,6466.0
242,Georgia,Atlanta,687801.0,2590.0,1.0,3.0,1.88,1993,3276.0,No,Yes,0.0,7.0,,No,2.39,4970.0
243,New York,Buffalo,310181.0,2978.0,2.0,3.0,2.14,1956,1412.0,No,No,0.0,4.0,38.0,Yes,0.5,2090.0
244,Illinois,Springfield,566289.0,3860.0,3.0,2.0,1.14,2011,1918.0,Yes,Yes,1.0,9.0,18.0,No,2.11,1279.0
245,Illinois,Peoria,676819.0,788.0,3.0,4.0,1.89,2012,2937.0,No,No,2.0,8.0,52.0,No,1.77,2716.0
246,Arizona,Scottsdale,2535231.0,3269.0,1.0,3.0,3.37,1980,6244.0,Yes,Yes,3.0,,5.0,Yes,0.78,2898.0
247,Texas,Dallas,620013.0,3866.0,2.0,2.0,2.58,1966,1600.0,No,Yes,2.0,1.0,89.0,Yes,3.0,1981.0
248,California,San Diego,2178777.0,3003.0,4.0,4.0,1.12,1992,7888.0,No,No,2.0,4.0,97.0,No,0.56,2328.0
249,Arizona,Mesa,1067134.0,2471.0,1.0,4.0,0.17,2007,4039.0,Yes,Yes,0.0,10.0,1.0,No,2.29,5657.0
250,Texas,San Antonio,262706.0,792.0,2.0,1.0,1.38,2019,1161.0,Yes,Yes,2.0,1.0,50.0,No,2.3,4374.0
251,Illinois,Naperville,1452806.0,1834.0,1.0,2.0,0.57,1984,7219.0,No,Yes,0.0,5.0,90.0,No,0.68,4847.0
252,Nevada,Henderson,371702.0,3946.0,1.0,4.0,1.65,2018,1293.0,No,No,1.0,7.0,16.0,Yes,0.62,6699.0
253,Florida,Jacksonville,738209.0,4016.0,3.0,1.0,4.19,2008,3668.0,No,Yes,3.0,9.0,,Yes,0.68,2758.0
254,Texas,Dallas,684140.0,3266.0,5.0,1.0,1.82,1966,1704.0,Yes,No,,10.0,57.0,No,2.72,6042.0
255,Georgia,Savannah,718084.0,2304.0,,3.0,3.51,2000,1769.0,No,No,3.0,1.0,61.0,No,1.65,6449.0
256,Texas,Houston,,4160.0,5.0,4.0,0.78,1972,2899.0,Yes,Yes,1.0,10.0,51.0,No,0.68,4235.0
257,New York,Albany,381870.0,4606.0,5.0,1.0,1.64,1957,1087.0,Yes,Yes,0.0,2.0,88.0,Yes,1.46,6718.0
258,Arizona,Mesa,527021.0,4157.0,2.0,1.0,3.13,1968,1574.0,No,No,1.0,6.0,25.0,No,2.68,3827.0
259,New York,Rochester,498358.0,2252.0,1.0,3.0,0.7,2019,1795.0,No,Yes,1.0,1.0,17.0,Yes,1.54,1939.0
260,California,San Francisco,3835925.0,4129.0,5.0,1.0,4.33,2017,10985.0,No,No,3.0,3.0,29.0,Yes,1.91,3754.0
261,California,San Francisco,2006695.0,4270.0,2.0,4.0,0.45,2000,8714.0,Yes,No,1.0,2.0,19.0,No,2.95,1085.0
262,Arizona,Phoenix,,1258.0,5.0,1.0,1.72,1972,1368.0,No,Yes,3.0,8.0,88.0,Yes,2.73,4645.0
263,California,Sacramento,,,,4.0,0.97,2001,2814.0,Yes,No,2.0,9.0,45.0,Yes,1.82,3243.0
264,Illinois,Naperville,1564107.0,4446.0,1.0,1.0,4.87,1967,6699.0,Yes,Yes,3.0,3.0,64.0,No,0.74,5387.0
265,New York,New York City,4810499.0,830.0,1.0,4.0,2.16,1972,18778.0,No,No,1.0,1.0,34.0,No,1.89,1118.0
266,Nevada,Carson City,940239.0,4381.0,1.0,3.0,1.68,1979,4589.0,No,Yes,3.0,3.0,23.0,Yes,1.16,6076.0
267,Georgia,Augusta,729863.0,1819.0,1.0,1.0,3.39,2018,1658.0,Yes,No,2.0,2.0,22.0,No,2.09,4748.0
268,Georgia,Augusta,737786.0,2114.0,,1.0,5.0,2014,2486.0,No,Yes,3.0,10.0,51.0,No,1.22,2548.0
269,Nevada,Reno,1000152.0,1115.0,1.0,,2.86,2007,4833.0,No,Yes,2.0,8.0,,No,,2318.0
270,Texas,Dallas,1331022.0,,4.0,4.0,2.03,2015,3831.0,No,No,0.0,10.0,4.0,No,1.94,3883.0
271,Texas,San Antonio,312681.0,1207.0,,3.0,2.98,1996,1273.0,No,No,3.0,10.0,35.0,Yes,1.9,2380.0
272,Illinois,Chicago,408159.0,3356.0,3.0,2.0,2.93,2011,1439.0,Yes,Yes,,6.0,14.0,No,1.95,5189.0
273,New York,Buffalo,380082.0,2187.0,2.0,3.0,2.75,1958,815.0,No,Yes,3.0,9.0,22.0,Yes,,1740.0
274,Illinois,Peoria,484766.0,3199.0,5.0,4.0,0.15,2019,2325.0,Yes,Yes,2.0,1.0,98.0,No,2.84,1506.0
275,Texas,Houston,1159164.0,2747.0,1.0,1.0,1.23,2021,4946.0,Yes,No,1.0,8.0,14.0,No,1.97,3855.0
276,Georgia,Columbus,307872.0,726.0,2.0,1.0,0.2,1981,1521.0,Yes,No,0.0,3.0,31.0,Yes,0.74,3183.0
277,New York,Albany,387613.0,3509.0,3.0,2.0,2.71,1985,1286.0,Yes,Yes,2.0,7.0,8.0,Yes,1.85,5261.0
278,Illinois,Naperville,1520347.0,,5.0,2.0,1.79,1962,6565.0,No,No,0.0,6.0,27.0,Yes,2.53,3068.0
279,Texas,Austin,,1102.0,4.0,3.0,0.82,2005,,Yes,No,,2.0,16.0,No,2.08,2421.0
280,Illinois,Springfield,,2632.0,5.0,2.0,0.24,1968,1250.0,Yes,Yes,1.0,1.0,73.0,No,1.23,
281,Georgia,Augusta,712107.0,4917.0,5.0,1.0,0.54,2006,2069.0,Yes,No,3.0,10.0,64.0,Yes,2.41,4701.0
282,Georgia,Columbus,623450.0,3762.0,5.0,4.0,2.43,1956,3078.0,Yes,No,0.0,2.0,58.0,Yes,2.11,
283,Texas,Dallas,1437202.0,773.0,5.0,2.0,1.55,1990,4823.0,No,No,1.0,5.0,5.0,Yes,1.98,4735.0
284,Illinois,Chicago,813256.0,,2.0,3.0,1.6,2009,1779.0,Yes,Yes,2.0,2.0,16.0,No,2.1,6518.0
285,Texas,Austin,1663412.0,3505.0,5.0,2.0,2.84,1958,5598.0,No,No,3.0,1.0,60.0,Yes,2.8,6458.0
286,Arizona,Mesa,586144.0,,5.0,,4.74,2020,1190.0,No,Yes,0.0,7.0,72.0,No,1.1,6725.0
287,Texas,Houston,646498.0,4068.0,1.0,1.0,2.85,2005,1370.0,No,Yes,3.0,8.0,1.0,Yes,1.31,
288,Georgia,Savannah,695804.0,3735.0,3.0,3.0,1.23,1982,3394.0,No,Yes,,6.0,27.0,No,1.7,6609.0
289,California,Los Angeles,3452093.0,1672.0,1.0,,0.29,1993,15680.0,Yes,No,1.0,2.0,58.0,Yes,0.73,
290,Arizona,Scottsdale,2985961.0,1912.0,,1.0,3.46,1987,12373.0,No,No,2.0,1.0,20.0,Yes,,2922.0
291,California,San Francisco,2344676.0,3760.0,2.0,4.0,1.44,1984,,Yes,Yes,3.0,5.0,9.0,Yes,0.99,5358.0
292,Georgia,Savannah,,4463.0,3.0,1.0,1.0,2015,2271.0,Yes,No,3.0,10.0,92.0,No,2.62,2518.0
293,Illinois,Peoria,,2573.0,1.0,3.0,0.19,1957,2992.0,Yes,No,3.0,8.0,92.0,Yes,2.12,4982.0
294,Florida,Jacksonville,520742.0,1399.0,5.0,3.0,0.6,2001,2250.0,Yes,Yes,0.0,6.0,91.0,No,2.62,4558.0
295,California,Los Angeles,,3539.0,4.0,1.0,3.51,1977,2769.0,Yes,Yes,2.0,1.0,1.0,No,0.55,2751.0
296,Florida,Tampa,626664.0,2319.0,5.0,4.0,1.17,2012,1257.0,No,Yes,1.0,4.0,82.0,Yes,2.06,5820.0
297,New York,New York City,2445785.0,2556.0,3.0,1.0,2.31,2006,6343.0,Yes,Yes,2.0,5.0,52.0,No,0.5,1910.0
298,Nevada,Henderson,808409.0,3575.0,2.0,4.0,3.77,1986,3556.0,Yes,Yes,0.0,5.0,4.0,Yes,0.54,5347.0
299,New York,Rochester,395026.0,2171.0,1.0,2.0,0.83,1982,1250.0,No,No,0.0,3.0,100.0,Yes,1.94,5838.0
300,California,San Diego,1584602.0,2523.0,3.0,3.0,4.1,1968,6345.0,Yes,Yes,1.0,6.0,96.0,Yes,2.04,6328.0
301,Arizona,Mesa,1009975.0,1353.0,3.0,3.0,1.18,1950,3623.0,Yes,No,2.0,5.0,84.0,Yes,0.6,2754.0
302,Texas,Houston,510819.0,4946.0,1.0,1.0,3.7,1993,1227.0,Yes,No,1.0,9.0,77.0,Yes,2.03,3675.0
303,Florida,Miami,1838690.0,,3.0,3.0,0.54,1975,7013.0,No,No,3.0,,18.0,No,1.99,4509.0
304,Arizona,Scottsdale,1383054.0,1266.0,4.0,3.0,4.81,2006,3048.0,No,Yes,1.0,10.0,35.0,No,1.94,
305,Nevada,Henderson,687178.0,4105.0,4.0,3.0,1.51,1975,1674.0,No,Yes,3.0,7.0,64.0,Yes,0.8,4646.0
306,Illinois,Naperville,868011.0,2244.0,2.0,1.0,3.39,1990,3691.0,No,Yes,0.0,10.0,79.0,No,1.75,2083.0
307,New York,New York City,2693739.0,2079.0,3.0,3.0,0.51,2022,10568.0,No,Yes,2.0,9.0,26.0,No,1.86,5712.0
308,Nevada,Henderson,1110432.0,1868.0,1.0,2.0,2.53,2007,3020.0,No,No,1.0,10.0,38.0,No,1.42,3031.0
309,Arizona,Phoenix,,4202.0,2.0,1.0,1.36,1983,1767.0,No,No,2.0,3.0,60.0,Yes,1.24,
310,Georgia,Columbus,262045.0,988.0,2.0,4.0,2.99,1964,1013.0,No,Yes,2.0,10.0,71.0,Yes,0.75,5315.0
311,Texas,San Antonio,549196.0,1979.0,3.0,3.0,0.18,1971,2394.0,No,No,1.0,4.0,97.0,No,2.29,3781.0
312,Nevada,Reno,1440258.0,,3.0,3.0,2.29,1953,3872.0,Yes,Yes,2.0,5.0,95.0,No,1.8,5307.0
313,Nevada,Reno,,4243.0,1.0,,0.11,1997,3637.0,No,Yes,0.0,7.0,7.0,No,1.5,2223.0
314,Florida,Orlando,473121.0,991.0,1.0,2.0,0.45,1988,1711.0,No,Yes,0.0,7.0,,Yes,0.69,2435.0
315,California,San Diego,,1921.0,1.0,3.0,3.42,1951,11895.0,Yes,Yes,0.0,1.0,69.0,No,1.52,3472.0
316,California,Sacramento,610998.0,4496.0,5.0,2.0,1.43,2004,1903.0,No,Yes,1.0,2.0,32.0,Yes,1.06,6468.0
317,Texas,San Antonio,796731.0,1575.0,4.0,4.0,0.97,1956,2806.0,Yes,No,2.0,2.0,72.0,No,0.66,1973.0
318,Texas,Houston,,4700.0,1.0,3.0,4.11,1975,3189.0,Yes,Yes,3.0,9.0,3.0,No,2.95,2560.0
319,New York,Rochester,317405.0,,4.0,3.0,4.08,1987,1462.0,Yes,No,2.0,2.0,5.0,Yes,0.72,5040.0
320,Georgia,Savannah,695149.0,2154.0,1.0,4.0,0.71,2009,3337.0,Yes,Yes,2.0,10.0,12.0,No,0.72,6130.0
321,Florida,Jacksonville,705568.0,3587.0,2.0,1.0,2.75,2019,1462.0,Yes,No,0.0,9.0,70.0,No,1.49,
322,California,Los Angeles,,3516.0,2.0,2.0,3.4,2021,23163.0,Yes,No,0.0,7.0,49.0,No,1.32,2912.0
323,Texas,Austin,1441132.0,4218.0,5.0,3.0,0.56,1956,4007.0,Yes,Yes,2.0,6.0,,Yes,0.87,3158.0
324,Florida,Miami,2185861.0,3135.0,4.0,4.0,3.98,1991,6695.0,Yes,Yes,0.0,,47.0,Yes,1.77,2256.0
325,California,Los Angeles,986191.0,4842.0,2.0,3.0,1.47,1957,4347.0,No,No,0.0,8.0,3.0,No,1.43,4521.0
326,Illinois,Springfield,564423.0,1032.0,5.0,4.0,1.62,2007,1699.0,Yes,No,2.0,9.0,18.0,Yes,2.31,5047.0
327,Florida,Orlando,509896.0,,5.0,1.0,4.37,2000,1897.0,Yes,No,,2.0,23.0,Yes,1.0,3000.0
328,Nevada,Henderson,386720.0,2729.0,2.0,1.0,4.5,1956,1656.0,Yes,No,0.0,5.0,75.0,Yes,1.87,3344.0
329,Texas,Dallas,719628.0,973.0,3.0,2.0,1.09,1950,2470.0,Yes,No,,2.0,56.0,No,1.6,4045.0
330,Illinois,Peoria,599943.0,3233.0,,4.0,0.59,2016,2292.0,Yes,No,2.0,6.0,28.0,Yes,2.47,4803.0
331,Illinois,Naperville,,653.0,5.0,3.0,2.42,1978,3584.0,No,Yes,1.0,4.0,60.0,No,1.04,4310.0
332,Florida,Jacksonville,431385.0,855.0,2.0,1.0,2.07,2010,1449.0,Yes,No,3.0,4.0,86.0,No,2.28,2953.0
333,Georgia,Savannah,598584.0,1386.0,5.0,1.0,3.85,2018,2628.0,Yes,Yes,3.0,10.0,,No,0.73,5571.0
334,Arizona,Mesa,1025285.0,1243.0,5.0,3.0,3.99,2016,5097.0,Yes,No,3.0,6.0,1.0,Yes,2.68,5954.0
335,California,San Francisco,1791922.0,2702.0,4.0,3.0,0.24,1963,8769.0,Yes,Yes,0.0,5.0,67.0,No,1.94,6016.0
336,Nevada,Las Vegas,1190630.0,1032.0,4.0,1.0,1.49,1978,,Yes,No,3.0,10.0,44.0,No,1.5,1210.0
337,Arizona,Scottsdale,2091605.0,2120.0,3.0,2.0,3.32,1957,,No,Yes,1.0,3.0,47.0,No,,5412.0
338,California,San Diego,1547025.0,3708.0,1.0,1.0,0.33,1954,7369.0,No,No,3.0,4.0,56.0,Yes,0.74,5691.0
339,Nevada,Reno,985721.0,2311.0,2.0,1.0,4.16,2016,1975.0,No,No,3.0,7.0,,No,1.88,6499.0
340,Georgia,Augusta,707609.0,3605.0,4.0,2.0,3.1,1950,2595.0,No,No,0.0,10.0,46.0,No,1.3,3719.0
341,Arizona,Mesa,894194.0,2556.0,5.0,1.0,3.39,1977,,Yes,No,2.0,10.0,,Yes,2.45,2318.0
342,Illinois,Chicago,635052.0,3701.0,,3.0,1.21,1962,,Yes,Yes,0.0,1.0,73.0,No,1.66,
343,Illinois,Springfield,415287.0,1167.0,3.0,2.0,1.55,1987,1320.0,Yes,No,2.0,5.0,67.0,No,0.71,1833.0
344,Florida,Jacksonville,676282.0,3912.0,4.0,4.0,2.39,1982,3208.0,No,No,0.0,5.0,,Yes,1.27,2583.0
345,Texas,Dallas,404138.0,2804.0,3.0,3.0,0.22,1959,1606.0,Yes,No,2.0,7.0,69.0,Yes,2.07,6689.0
346,California,San Francisco,1606571.0,2841.0,3.0,4.0,4.83,1995,8006.0,No,No,3.0,4.0,6.0,Yes,1.64,3434.0
347,Illinois,Springfield,417541.0,4720.0,4.0,4.0,3.19,2022,898.0,No,Yes,3.0,9.0,73.0,No,2.85,2942.0
348,Arizona,Scottsdale,1308180.0,,4.0,3.0,3.08,1998,4623.0,No,Yes,2.0,1.0,24.0,Yes,0.81,1979.0
349,Arizona,Mesa,1190343.0,4084.0,3.0,2.0,3.76,2014,5082.0,Yes,Yes,3.0,2.0,20.0,Yes,2.56,1451.0
350,Nevada,Carson City,630369.0,2805.0,2.0,1.0,2.77,1950,2381.0,No,Yes,0.0,2.0,20.0,Yes,0.95,2032.0
351,Arizona,Scottsdale,1955097.0,,2.0,1.0,3.67,2000,6493.0,Yes,No,0.0,4.0,18.0,No,,3401.0
352,California,Los Angeles,1065943.0,1390.0,4.0,1.0,1.54,1978,4434.0,No,Yes,0.0,3.0,21.0,Yes,2.68,3413.0
353,Nevada,Las Vegas,609203.0,843.0,4.0,4.0,2.25,1968,2971.0,No,Yes,0.0,4.0,31.0,Yes,1.0,3081.0
354,Arizona,Phoenix,699481.0,2097.0,,2.0,1.99,2001,3253.0,No,No,1.0,,,No,1.61,4764.0
355,Florida,Tampa,998700.0,4902.0,5.0,1.0,0.6,1958,3299.0,No,No,0.0,2.0,79.0,Yes,2.56,4351.0
356,Texas,Austin,856876.0,4917.0,3.0,2.0,1.55,1976,2758.0,Yes,Yes,0.0,10.0,76.0,No,1.83,6520.0
357,California,San Francisco,1496889.0,1673.0,2.0,,0.17,2012,6332.0,Yes,Yes,3.0,8.0,30.0,Yes,,1807.0
358,Nevada,Las Vegas,1137679.0,4703.0,2.0,2.0,3.37,1989,5079.0,No,Yes,2.0,3.0,36.0,No,2.66,2956.0
359,Texas,Dallas,1121881.0,2957.0,5.0,1.0,1.24,2005,3999.0,No,No,3.0,1.0,25.0,No,2.23,6018.0
360,California,San Francisco,2430787.0,2243.0,4.0,1.0,4.79,1955,8586.0,No,Yes,3.0,2.0,67.0,Yes,2.58,1450.0
361,Illinois,Naperville,897757.0,4458.0,3.0,2.0,2.87,1951,3709.0,Yes,Yes,3.0,5.0,61.0,Yes,1.4,5890.0
362,Nevada,Carson City,,4045.0,2.0,3.0,2.91,2002,,No,Yes,2.0,3.0,27.0,Yes,2.72,6243.0
363,Illinois,Naperville,1184328.0,,2.0,2.0,2.82,2010,5836.0,Yes,Yes,1.0,9.0,93.0,Yes,1.25,4447.0
364,Illinois,Springfield,332323.0,3910.0,5.0,2.0,0.37,2005,,No,Yes,1.0,4.0,65.0,Yes,1.35,5311.0
365,Illinois,Peoria,326088.0,1681.0,5.0,3.0,1.05,1973,863.0,No,No,0.0,7.0,77.0,Yes,0.56,2715.0
366,California,San Diego,1157264.0,4454.0,3.0,1.0,4.34,2010,2511.0,Yes,Yes,,4.0,87.0,Yes,0.82,1744.0
367,Georgia,Savannah,464201.0,4932.0,2.0,3.0,1.36,1961,949.0,No,No,2.0,6.0,,Yes,1.3,2190.0
368,Nevada,Carson City,899395.0,4227.0,4.0,2.0,1.78,2010,3016.0,Yes,No,,,70.0,No,1.42,2615.0
369,Nevada,Henderson,397978.0,2499.0,3.0,1.0,0.52,1970,1122.0,Yes,Yes,3.0,2.0,9.0,Yes,1.32,6337.0
370,Nevada,Henderson,901947.0,1440.0,4.0,3.0,2.34,2012,3234.0,No,No,3.0,6.0,67.0,Yes,0.79,1089.0
371,Texas,Austin,1527757.0,2000.0,1.0,2.0,4.02,1986,5509.0,Yes,Yes,0.0,9.0,54.0,No,1.68,5816.0
372,Florida,Jacksonville,551504.0,3083.0,1.0,3.0,3.7,2003,1623.0,Yes,No,3.0,6.0,,Yes,0.54,
373,Georgia,Augusta,699077.0,1533.0,1.0,2.0,0.72,2003,3262.0,No,No,3.0,1.0,33.0,Yes,1.18,6229.0
374,California,San Diego,1313543.0,3395.0,3.0,1.0,1.09,1980,6263.0,No,No,3.0,3.0,19.0,No,2.23,6207.0
375,Georgia,Atlanta,658735.0,2694.0,5.0,,2.35,1960,1393.0,Yes,Yes,1.0,4.0,19.0,No,2.95,2847.0
376,California,San Francisco,5799325.0,4963.0,1.0,2.0,1.08,1989,26639.0,No,Yes,2.0,8.0,45.0,No,0.59,5899.0
377,Illinois,Chicago,749856.0,3336.0,5.0,1.0,0.77,2009,,Yes,Yes,1.0,8.0,19.0,Yes,0.78,3508.0
378,New York,Buffalo,452386.0,4471.0,5.0,4.0,4.43,1964,1833.0,Yes,Yes,1.0,8.0,35.0,No,1.64,5519.0
379,Illinois,Peoria,383023.0,3636.0,4.0,1.0,0.85,2006,1514.0,Yes,Yes,3.0,2.0,68.0,No,2.15,5716.0
380,California,San Diego,1564727.0,1331.0,4.0,3.0,4.68,1971,4128.0,No,No,3.0,3.0,83.0,No,2.3,4479.0
381,New York,New York City,4592432.0,4524.0,3.0,2.0,1.24,1953,10445.0,No,No,,5.0,33.0,No,2.22,5265.0
382,Texas,Dallas,435866.0,2085.0,4.0,4.0,3.11,1979,945.0,Yes,No,0.0,9.0,86.0,Yes,1.48,
383,Illinois,Naperville,735526.0,1320.0,,,3.41,1992,2223.0,No,No,1.0,1.0,95.0,No,0.82,
384,Texas,Houston,468690.0,4375.0,2.0,2.0,2.85,2009,2195.0,No,Yes,0.0,3.0,88.0,Yes,1.07,6184.0
385,New York,Rochester,272627.0,4025.0,4.0,3.0,2.04,1968,784.0,No,No,0.0,2.0,,No,0.99,6059.0
386,Illinois,Naperville,703701.0,3044.0,,3.0,3.31,2018,1567.0,Yes,No,3.0,2.0,91.0,No,2.93,1758.0
387,New York,New York City,4180985.0,3330.0,2.0,1.0,2.57,1957,9451.0,No,No,1.0,5.0,62.0,Yes,2.49,5547.0
388,California,San Francisco,,1285.0,1.0,4.0,1.23,2008,3310.0,Yes,Yes,1.0,10.0,81.0,Yes,2.09,2463.0
389,California,Los Angeles,1220438.0,4190.0,4.0,4.0,2.55,1997,4534.0,No,No,0.0,9.0,91.0,No,2.87,3163.0
390,New York,New York City,3911791.0,1914.0,3.0,4.0,4.4,1973,,Yes,Yes,,4.0,46.0,No,1.81,1072.0
391,New York,New York City,1478276.0,2148.0,,3.0,3.34,1975,4525.0,No,No,1.0,5.0,,No,0.96,5472.0
392,Arizona,Tucson,580147.0,3178.0,5.0,3.0,0.75,1961,2809.0,No,No,1.0,8.0,10.0,Yes,2.17,6330.0
393,New York,Buffalo,285905.0,2458.0,5.0,3.0,0.8,1952,921.0,Yes,Yes,3.0,3.0,13.0,No,0.82,
394,Arizona,Phoenix,746418.0,1434.0,4.0,2.0,3.81,1962,2777.0,Yes,Yes,3.0,5.0,28.0,No,2.36,2137.0
395,Texas,Dallas,,1399.0,2.0,3.0,2.21,1950,5077.0,Yes,Yes,2.0,10.0,2.0,No,2.36,1440.0
396,Texas,Austin,638362.0,3846.0,2.0,,4.12,2000,2033.0,Yes,No,2.0,3.0,25.0,No,0.9,3242.0
397,Nevada,Henderson,1176305.0,3255.0,2.0,3.0,3.55,1965,,Yes,Yes,2.0,2.0,52.0,No,1.38,1757.0
398,New York,New York City,4319933.0,976.0,,2.0,3.36,2014,14054.0,Yes,No,3.0,7.0,27.0,No,1.2,4164.0
399,Texas,San Antonio,,2761.0,1.0,2.0,2.28,1996,2447.0,Yes,Yes,0.0,7.0,68.0,No,2.09,3830.0
