job_title,job_category,experience_level,salary,salary_currency,salary_in_usd,company_location,employee_residence,work_setting,employment_type,company_size,work_year
Applied Scientist,Data Architecture and Modeling,Senior,249700,USD,249700,United States,United States,Remote,Full-time,M,2024
Data Scientist,Data Science and Research,Expert,249600,USD,249600,United States,United States,Remote,Full-time,M,2023
Research Engineer,Data Science and Research,Senior,249500,USD,249500,United States,United States,In-person,Full-time,M,2022
Data Scientist,Data Science and Research,Senior,249500,USD,249500,United States,United States,In-person,Full-time,M,2022
Research Scientist,Data Science and Research,Senior,249500,USD,249500,United States,United States,In-person,Full-time,M,2022
Applied Scientist,Data Architecture and Modeling,Intermediate,249300,USD,249300,United States,United States,In-person,Full-time,L,2023
Director of Data Science,Data Science and Research,Expert,249300,USD,249300,United States,United States,In-person,Full-time,M,2023
Data Science Manager,Data Science and Research,Senior,249260,USD,249260,United States,United States,In-person,Full-time,M,2022
Machine Learning Engineer,Machine Learning and AI,Senior,248700,USD,248700,United States,United States,In-person,Full-time,M,2022
Data Scientist,Data Science and Research,Senior,248600,USD,248600,United States,United States,In-person,Full-time,M,2024
Machine Learning Software Engineer,Machine Learning and AI,Senior,248400,USD,248400,Canada,Canada,Remote,Full-time,M,2022
Machine Learning Engineer,Machine Learning and AI,Senior,248100,USD,248100,United States,United States,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Senior,248100,USD,248100,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,248100,USD,248100,United States,United States,In-person,Full-time,M,2023
Applied Scientist,Data Architecture and Modeling,Senior,248100,USD,248100,United States,United States,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Senior,248100,USD,248100,Canada,Canada,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,248000,USD,248000,United States,United States,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Senior,247600,USD,247600,United States,United States,In-person,Full-time,L,2024
Data Scientist,Data Science and Research,Intermediate,247600,USD,247600,United States,United States,In-person,Full-time,L,2024
Data Scientist,Data Science and Research,Senior,247600,USD,247600,United States,United States,In-person,Full-time,L,2024
Research Scientist,Data Science and Research,Senior,247600,USD,247600,United States,United States,In-person,Full-time,L,2023
Data Scientist,Data Science and Research,Senior,247600,USD,247600,United States,United States,In-person,Full-time,L,2023
Machine Learning Engineer,Machine Learning and AI,Senior,247500,USD,247500,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,247500,USD,247500,United States,United States,Remote,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,247500,USD,247500,United States,United States,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Intermediate,247500,USD,247500,United States,United States,In-person,Full-time,M,2023
Head of Data,Data Architecture and Modeling,Expert,247500,USD,247500,United States,United States,In-person,Full-time,M,2023
Business Intelligence Engineer,Data Engineering,Expert,247500,USD,247500,United States,United States,In-person,Full-time,M,2023
Business Intelligence Engineer,Data Engineering,Senior,247500,USD,247500,United States,United States,In-person,Full-time,M,2023
Data Science Lead,Data Science and Research,Senior,247500,USD,247500,United States,United States,In-person,Full-time,M,2023
Data Science Manager,Data Science and Research,Senior,247500,USD,247500,United States,United States,In-person,Full-time,M,2022
Machine Learning Engineer,Machine Learning and AI,Senior,247500,USD,247500,United States,United States,In-person,Full-time,M,2022
Data Scientist,Data Science and Research,Senior,247500,USD,247500,United States,United States,In-person,Full-time,M,2022
Data Engineer,Data Engineering,Senior,247500,USD,247500,United States,United States,In-person,Full-time,M,2022
Data Scientist,Data Science and Research,Senior,247300,USD,247300,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,247300,USD,247300,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,247300,USD,247300,United States,United States,In-person,Full-time,M,2023
MLOps Engineer,Data Engineering,Senior,247300,USD,247300,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,247300,USD,247300,United States,United States,Remote,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,247250,USD,247250,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,247250,USD,247250,United States,United States,In-person,Full-time,M,2024
ML Engineer,Machine Learning and AI,Senior,247250,USD,247250,United States,United States,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Senior,247250,USD,247250,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,247250,USD,247250,United States,United States,In-person,Full-time,M,2023
Head of Data,Data Architecture and Modeling,Expert,247000,USD,247000,United States,United States,In-person,Full-time,M,2024
Machine Learning Infrastructure Engineer,Machine Learning and AI,Senior,247000,USD,247000,United States,United States,Remote,Full-time,M,2023
Director of Data Science,Data Science and Research,Expert,247000,USD,247000,United States,United States,Remote,Full-time,M,2023
Data Architect,Data Architecture and Modeling,Senior,246500,USD,246500,United States,United States,In-person,Full-time,M,2024
Applied Scientist,Data Architecture and Modeling,Senior,246500,USD,246500,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Expert,246100,USD,246100,United States,United States,In-person,Full-time,M,2024
Business Intelligence,Data Architecture and Modeling,Senior,246000,USD,246000,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Intermediate,246000,USD,246000,United States,United States,Remote,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,246000,USD,246000,United States,United States,Remote,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,246000,USD,246000,United States,United States,Remote,Full-time,M,2022
Machine Learning Engineer,Machine Learning and AI,Senior,245700,USD,245700,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,245700,USD,245700,United States,United States,In-person,Full-time,M,2023
Research Scientist,Data Science and Research,Senior,245400,USD,245400,United States,United States,In-person,Full-time,M,2024
Data Science Manager,Data Science and Research,Senior,245100,USD,245100,United States,United States,In-person,Full-time,M,2023
Data Science Manager,Data Science and Research,Senior,245100,USD,245100,United States,United States,In-person,Full-time,M,2022
Data Scientist,Data Science and Research,Senior,245000,USD,245000,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,245000,USD,245000,United States,United States,Remote,Full-time,M,2024
Head of Machine Learning,Machine Learning and AI,Expert,245000,USD,245000,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,245000,USD,245000,United States,United States,Remote,Full-time,M,2024
Research Engineer,Data Science and Research,Intermediate,245000,USD,245000,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,245000,USD,245000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,245000,USD,245000,United States,United States,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Senior,245000,USD,245000,United States,United States,In-person,Full-time,M,2024
Research Scientist,Data Science and Research,Senior,245000,USD,245000,United States,United States,In-person,Full-time,M,2024
Data Science Engineer,Data Science and Research,Intermediate,245000,USD,245000,United States,United States,Remote,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,245000,USD,245000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,245000,USD,245000,United States,United States,Remote,Full-time,M,2023
Data Science,Data Science and Research,Senior,245000,USD,245000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,245000,USD,245000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,245000,USD,245000,United States,United States,Remote,Full-time,M,2023
Data Engineer,Data Engineering,Senior,245000,USD,245000,United States,United States,In-person,Full-time,M,2023
Research Engineer,Data Science and Research,Senior,245000,USD,245000,United States,United States,In-person,Full-time,M,2023
Analytics Engineer,Data Engineering,Senior,245000,USD,245000,United States,United States,Remote,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,245000,USD,245000,United States,United States,Remote,Full-time,M,2023
ML Engineer,Machine Learning and AI,Senior,245000,USD,245000,United States,United States,In-person,Full-time,M,2023
Computer Vision Engineer,Data Engineering,Senior,245000,USD,245000,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,245000,USD,245000,United States,United States,In-person,Full-time,M,2022
Analytics Engineer,Data Engineering,Senior,245000,USD,245000,United States,United States,In-person,Full-time,M,2022
Data Science,Data Science and Research,Senior,244868,USD,244868,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,244800,USD,244800,United States,United States,In-person,Full-time,M,2024
Analytics Engineer,Data Engineering,Senior,244400,USD,244400,France,France,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,244000,USD,244000,Canada,Canada,In-person,Full-time,M,2023
Data Science Lead,Data Science and Research,Intermediate,244000,USD,244000,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,243900,USD,243900,United States,United States,Remote,Full-time,M,2022
Data Engineer,Data Engineering,Senior,243900,USD,243900,United States,United States,Remote,Full-time,M,2022
Data Scientist,Data Science and Research,Senior,243800,USD,243800,United States,United States,Remote,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,243800,USD,243800,United States,United States,Remote,Full-time,M,2024
Data Engineer,Data Engineering,Senior,243600,USD,243600,United States,United States,In-person,Full-time,M,2023
Data Science,Data Science and Research,Intermediate,243500,USD,243500,United States,United States,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Senior,243500,USD,243500,United States,United States,Remote,Full-time,M,2024
Data Science Manager,Data Science and Research,Senior,243225,USD,243225,United States,United States,Remote,Full-time,M,2022
